Date,SPX Index,USGG10YR Index,CL1 Comdty,lbustruu index,MXEF Index,JPY Curncy,GC1 Comdty,SPX Volume
6/30/06,1270.2,5.14,73.93,1229.11,747.54,114.44,616,7398585472
7/7/06,1265.48,5.13,74.09,1230.69,751.51,114.02,634.8,4400990080
7/14/06,1236.2,5.06,77.03,1235.44,722.67,116.11,668,7516518784
7/21/06,1240.29,5.04,74.43,1238.76,729.88,116.17,620.2,8718845696
7/28/06,1278.55,4.99,73.24,1244.87,755.4,114.65,634.8,8024689408
8/4/06,1279.36,4.89,74.76,1251.6,763.4,114.44,644,6799633152
8/11/06,1266.74,4.97,74.35,1248.71,768.47,116.31,633.5,6038438912
8/18/06,1302.3,4.84,71.14,1257.84,777.22,115.79,612.1,6325970944
8/25/06,1295.09,4.78,72.51,1260.64,766,117.29,622,4719508032
9/1/06,1311.01,4.72,69.19,1265.66,778.57,117.09,626.6,5154513088
9/8/06,1298.92,4.77,66.25,1265.35,770.11,116.94,611.4,4551980928
9/15/06,1319.87,4.79,63.33,1264.42,771.51,117.56,577.5,7259891328
9/22/06,1314.78,4.59,60.55,1276.71,764.86,116.56,590,6471803136
9/29/06,1335.85,4.63,62.91,1275.91,778.16,118.18,598.6,6607960320
10/6/06,1349.58,4.69,59.76,1273.64,783.79,119.02,572.4,6632700288
10/13/06,1365.62,4.8,58.57,1268.65,803.67,119.63,588.8,6193293568
10/20/06,1368.6,4.79,56.82,1271.99,807.13,118.75,593,6606830592
10/27/06,1377.34,4.67,60.75,1279.63,814.83,117.61,598.2,6783222144
11/3/06,1364.3,4.72,59.14,1279.04,826.91,118.01,629.2,6308925952
11/10/06,1380.9,4.59,59.59,1287.73,842.7,117.63,630.1,6399723776
11/17/06,1401.2,4.6,55.81,1288.97,843.76,117.76,622.5,6235424640
11/24/06,1400.95,4.55,59.24,1292.87,862.97,115.9,629,3726850400
12/1/06,1396.71,4.43,63.43,1301.88,875.71,115.45,644.7,6838939136
12/8/06,1409.84,4.54,62.03,1295.79,885.44,116.33,626.1,5994442368
12/15/06,1427.09,4.59,63.43,1294.75,891.64,118.18,615,6618561920
12/22/06,1410.76,4.62,62.41,1294.53,892.95,118.87,619.1,5430785024
12/29/06,1418.3,4.7,61.05,1291.71,912.65,119.06,638,2819495744
1/5/07,1409.71,4.64,56.31,1297.32,893.96,118.63,606.9,4412953984
1/12/07,1430.73,4.78,52.99,1291.25,884.53,120.33,626.9,6647428480
1/19/07,1430.5,4.78,51.99,1292.22,896.78,121.24,636.1,5406988032
1/26/07,1422.18,4.87,55.42,1287.12,901.99,121.54,644.7,6558807168
2/2/07,1448.39,4.82,59.02,1292.26,919.62,121.14,646.2,6352661632
2/9/07,1438.06,4.78,59.89,1295.74,924.16,121.71,667.5,5867604224
2/16/07,1455.54,4.69,59.39,1302.21,937.11,119.43,668.8,5447860928
2/23/07,1451.19,4.67,61.14,1304.15,940.24,121.08,682,4423724736
3/2/07,1387.17,4.5,61.64,1312.77,877.6,116.8,644.4,8334317184
3/9/07,1402.85,4.59,60.05,1310.39,889.33,118.34,652,6673148928
3/16/07,1386.95,4.54,57.11,1313.67,882.88,116.75,653.9,7549186688
3/23/07,1436.11,4.61,62.28,1311.95,923.44,118.12,657.3,6110885248
3/30/07,1420.86,4.64,65.87,1311.13,929.03,117.83,663,6147570176
4/6/07,1443.76,4.75,64.28,1310.88,950.45,119.26,674.2,4553650880
4/13/07,1452.85,4.76,63.63,1307.61,968.99,119.27,685.4,5777736576
4/20/07,1484.35,4.67,63.38,1314.47,979.57,118.69,692,7102169728
4/27/07,1494.07,4.69,66.46,1313.61,975.81,119.63,681.8,6921660416
5/4/07,1505.62,4.64,61.93,1318.27,995.29,120.19,689.7,6647298944
5/11/07,1505.85,4.67,62.37,1317.15,990.84,120.2,672.3,5853097728
5/18/07,1522.75,4.8,64.94,1311.15,1005.71,121.12,662,6339873536
5/25/07,1515.73,4.86,65.2,1309.1,1004.87,121.79,655.3,6063631232
6/1/07,1536.34,4.95,65.08,1304.59,1031.51,122.1,671.2,5064257664
6/8/07,1507.67,5.1,64.76,1295.94,1006.86,121.73,645.5,6672577152
6/15/07,1532.91,5.16,68,1295.32,1049.36,123.44,654.5,6691954560
6/22/07,1502.56,5.13,69.14,1297.57,1064.22,123.89,653.5,6780828096
6/29/07,1503.35,5.02,70.68,1304.34,1059.69,123.17,650.9,6810801536
7/6/07,1530.44,5.18,72.81,1295.97,1105.99,123.34,654.8,3853199488
7/13/07,1552.5,5.09,73.93,1301.78,1146.12,121.93,667.3,6341203456
7/20/07,1534.1,4.95,75.57,1309.25,1151.04,121.28,684.7,6950393856
7/27/07,1458.95,4.76,77.02,1314.59,1085.32,118.63,660.1,8614330112
8/3/07,1433.06,4.68,75.48,1320.4,1080.33,118.06,672.5,8669745792
8/10/07,1453.64,4.81,71.47,1316.52,1043.57,118.4,670.3,9579415552
8/17/07,1445.94,4.68,71.98,1322.04,957.96,114.36,656.9,8862089600
8/24/07,1479.37,4.62,71.09,1326.8,1039.79,116.45,668,5640716096
8/31/07,1473.99,4.53,74.04,1331.34,1086.98,115.77,675.8,5504673984
9/7/07,1453.55,4.38,76.7,1345.29,1088.49,113.38,703.2,4716210304
9/14/07,1484.25,4.45,79.1,1339.68,1107.74,115.37,711.1,5444352384
9/21/07,1525.75,4.62,81.62,1336.79,1161.14,115.5,732.1,6695271936
9/28/07,1526.75,4.59,81.66,1341.44,1204.9,114.81,742.8,5379738624
10/5/07,1557.59,4.64,81.22,1340.04,1246.04,116.97,741.3,4930626496
10/12/07,1561.8,4.68,83.69,1339.63,1276.5,117.61,748.7,4773393664
10/19/07,1500.63,4.39,88.6,1356.28,1263.26,114.52,764,6187396864
10/26/07,1535.28,4.4,91.86,1358.04,1311.52,114.19,783.9,6396923136
11/2/07,1509.65,4.32,95.93,1362.8,1310.15,114.86,808.5,6110859840
11/9/07,1453.7,4.21,96.32,1361.78,1278.03,110.69,834.7,7443893120
11/16/07,1458.74,4.17,95.1,1365.3,1245.79,111.09,787,7187559296
11/23/07,1440.7,4,98.18,1372.65,1186.06,108.29,824.7,4921979008
11/30/07,1481.14,3.94,88.71,1377.83,1242.06,111.24,782.2,6953031168
12/7/07,1504.66,4.1,88.28,1366.74,1282.74,111.69,794.4,5487788288
12/14/07,1467.95,4.23,91.27,1364.59,1224.65,113.28,793.3,6168000704
12/21/07,1484.46,4.17,93.31,1371.42,1215.99,114.05,811.6,6505487360
12/28/07,1478.49,4.07,96,1377.34,1247.07,112.29,842.7,2538804896
1/4/08,1411.63,3.87,97.91,1394.34,1225.03,108.6,865.7,4615088000
1/11/08,1401.02,3.78,92.69,1398.08,1213.7,108.84,897.7,8254902400
1/18/08,1325.19,3.63,90.57,1404.96,1136.25,106.87,881.7,8986895104
1/25/08,1330.61,3.55,90.71,1407.37,1111.14,106.73,910.7,8550303872
2/1/08,1395.42,3.59,88.96,1407.79,1120,106.49,908.7,8071658368
2/8/08,1331.29,3.64,91.77,1403.23,1095.36,107.3,918.4,7148242304
2/15/08,1349.99,3.77,95.5,1393.08,1133.82,107.82,902.8,6259363968
2/22/08,1353.11,3.8,98.81,1390.47,1150.3,107.17,944.7,4932211584
2/29/08,1330.63,3.51,101.84,1406.86,1167.66,103.74,975,6653760640
3/7/08,1293.37,3.53,105.15,1391.63,1117.5,102.67,974.2,7154740352
3/14/08,1288.14,3.47,110.21,1401.33,1092.54,99.09,999.5,7669325312
3/21/08,1329.51,3.33,101.84,1414.84,1052.01,99.58,920,7220837888
3/28/08,1315.22,3.44,105.62,1408.92,1112.76,99.23,930.6,6039275648
4/4/08,1370.4,3.47,106.23,1413.01,1145.21,101.47,909,5911642048
4/11/08,1332.83,3.47,110.14,1415.37,1160.36,100.96,923.6,5319172672
4/18/08,1390.33,3.71,116.69,1401.29,1175.85,103.67,912.2,5559230464
4/25/08,1397.84,3.87,118.52,1397.87,1189.01,104.43,887.2,5589889856
5/2/08,1413.9,3.86,116.32,1407.02,1207.46,105.4,858,5555722944
5/9/08,1388.28,3.77,125.96,1412.49,1188.61,102.87,885.8,5090063616
5/16/08,1425.35,3.84,126.29,1410.24,1240.31,104.05,899.9,5166089024
5/23/08,1375.93,3.84,132.19,1410.58,1207.96,103.38,925.8,5138633536
5/30/08,1400.38,4.06,127.35,1398.38,1210.04,105.52,887.3,4034750400
6/6/08,1360.68,3.91,138.54,1402.59,1182.84,104.93,895.4,5680147072
6/13/08,1360.03,4.26,134.86,1379.47,1120.02,108.19,870.3,5958728832
6/20/08,1317.93,4.16,134.62,1390.39,1110.48,107.34,901.3,5992602112
6/27/08,1278.38,3.97,140.21,1396.35,1084.79,106.14,931.3,6175605248
7/4/08,1262.9,3.98,145.29,1395.65,1030.32,106.81,933.6,4818039680
7/11/08,1239.49,3.96,145.08,1400.51,1043,106.28,960.6,6879685376
7/18/08,1260.68,4.08,128.88,1384.35,1022.16,106.97,958,7632113152
7/25/08,1257.76,4.1,123.26,1385.95,1024.52,107.84,926.8,6348360000
8/1/08,1260.31,3.93,125.1,1397.31,1029.81,107.71,909,5649852288
8/8/08,1296.32,3.93,115.2,1396.9,990.02,110.18,857.8,5339870272
8/15/08,1298.2,3.83,113.77,1401.12,971.89,110.54,786,4771005632
8/22/08,1292.2,3.87,114.59,1402.13,956.22,110.08,827.4,3983055744
8/29/08,1282.83,3.81,115.46,1409.36,956.25,108.8,831.2,3727993152
9/5/08,1242.31,3.7,106.23,1418.02,873.68,107.73,798.8,4194639936
9/12/08,1251.7,3.72,101.18,1421.93,855.47,107.95,761,6670749952
9/19/08,1255.08,3.81,104.55,1405.88,845.56,107.45,861,10254599424
9/26/08,1213.01,3.85,106.89,1397.06,823.69,106.01,882.9,5947669248
10/3/08,1099.23,3.6,93.88,1399.24,741.73,105.32,828.9,7948114944
10/10/08,899.22,3.87,77.7,1371.6,591.9,100.67,855.4,9835378688
10/17/08,940.55,3.93,71.85,1363.05,567.92,101.69,785.1,8375807744
10/24/08,876.77,3.69,64.15,1372.79,473.98,94.32,729.1,6755445120
10/31/08,968.75,3.95,67.81,1357.61,570.52,98.47,718.2,6991974400
11/7/08,930.99,3.79,61.04,1378.6,564.76,98.24,734.2,5798180928
11/14/08,873.29,3.73,57.04,1380.23,530.28,97.14,742.5,6555513600
11/21/08,800.03,3.2,49.93,1384.74,467.63,95.96,791.8,8226433920
11/28/08,896.24,2.92,54.43,1401.8,526.97,95.53,816.2,5073592640
12/5/08,876.07,2.7,40.81,1414.75,497.51,92.84,750.5,6686592640
12/12/08,879.73,2.57,46.28,1427.85,551.71,91.21,818.9,6137514496
12/19/08,887.88,2.12,33.87,1452.02,582.06,89.32,836.4,6673572480
12/26/08,872.8,2.13,37.71,1452.93,551.58,90.82,870.4,2384978464
1/2/09,931.8,2.37,46.34,1446.47,580.96,91.84,879.5,3274405120
1/9/09,890.35,2.39,40.83,1459.43,571.25,90.4,855,5224051968
1/16/09,850.12,2.32,36.51,1459.33,537.84,90.72,839.9,6549307520
1/23/09,831.95,2.62,46.47,1447.08,507.29,88.75,895.8,5821784064
1/30/09,825.88,2.84,41.68,1441.27,529.53,89.92,927.3,6234924352
2/6/09,868.6,2.99,40.17,1436.98,557.53,91.9,913.9,6685133696
2/13/09,826.84,2.89,37.51,1445.67,554.31,91.93,941.5,6311230528
2/20/09,770.05,2.79,38.94,1445.78,502.51,93.35,1001.8,5826304768
2/27/09,735.09,3.01,44.76,1435.83,499.3,97.58,942.5,8066884224
3/6/09,683.38,2.87,45.52,1440.78,488.31,98.26,942.7,8214034432
3/13/09,756.55,2.89,46.25,1438.91,527.98,97.95,930.1,7816315392
3/20/09,768.54,2.63,51.06,1451.05,552.99,95.94,956.2,8816174464
3/27/09,815.94,2.76,52.38,1452.38,591.32,97.86,923.2,7206861312
4/3/09,842.5,2.89,52.51,1449.82,617.11,100.32,895.6,6933318656
4/10/09,856.56,2.92,52.24,1454.04,636.04,100.25,882.2,4850967040
4/17/09,869.6,2.95,50.33,1459.68,643.4,99.16,867.4,7146344064
4/24/09,866.23,2.99,51.55,1460.68,647.84,97.17,913.6,7641919616
5/1/09,877.52,3.15,53.2,1460.9,662.83,99.12,888.2,5948883328
5/8/09,929.23,3.29,58.63,1464.67,725.13,98.47,914.9,7534846080
5/15/09,882.88,3.13,56.34,1475.24,707.93,95.21,931.3,6547732352
5/22/09,887,3.45,61.67,1470.29,746.42,94.78,958.9,5663262144
5/29/09,919.14,3.46,66.31,1473.36,773.12,95.34,978.8,4879055360
6/5/09,940.09,3.83,68.44,1454.46,786.96,98.64,961.7,5729691520
6/12/09,946.21,3.79,72.04,1460.67,790.19,98.44,940.1,4573757760
6/19/09,921.23,3.78,69.55,1465.97,750.47,96.27,935.6,6047273856
6/26/09,918.9,3.54,69.16,1481.57,761.92,95.19,940.7,5598517056
7/3/09,896.42,3.5,66.73,1486.16,766.32,96.04,931,3544908608
7/10/09,879.13,3.3,59.89,1499.16,736.02,92.55,912.5,4959245504
7/17/09,940.38,3.64,63.56,1487.03,782.68,94.2,937.5,5516560448
7/24/09,979.26,3.66,68.05,1491.72,823.71,94.79,953.1,5267553664
7/31/09,987.48,3.48,69.45,1505.64,844.02,94.68,953.7,5672957760
8/7/09,1010.48,3.85,70.93,1491.62,852.93,97.57,957.3,6103201664
8/14/09,1004.09,3.57,67.51,1509.98,852.74,94.94,947,4542290176
8/21/09,1026.13,3.56,73.89,1507.92,845.51,94.38,953.2,4913173056
8/28/09,1028.93,3.45,72.74,1517.26,851.46,93.6,957.5,4711331584
9/4/09,1016.4,3.44,68.02,1520.68,853.32,93.01,995.4,5342057024
9/11/09,1042.73,3.35,69.29,1530.24,894.3,90.71,1005.2,4469941632
9/18/09,1068.3,3.46,72.04,1527.29,918.9,91.29,1009.4,6975962624
9/25/09,1044.38,3.32,66.02,1535.91,908.07,89.64,990.3,5252438464
10/2/09,1025.21,3.22,69.95,1541.13,901.39,89.81,1003.2,5752007168
10/9/09,1071.49,3.38,71.77,1535.72,946.29,89.79,1047.8,4742288320
10/16/09,1087.68,3.41,78.53,1537.11,966.04,90.89,1050.7,5360212224
10/23/09,1079.6,3.49,80.5,1536.93,967.95,92.06,1055.6,5443454336
10/30/09,1036.19,3.38,77,1544.8,914.26,90.09,1040.4,6265687168
11/6/09,1069.3,3.5,77.43,1542.16,936.36,89.88,1095.7,5423243776
11/13/09,1093.48,3.42,76.35,1549.58,962.51,89.66,1116.7,4490416640
11/20/09,1091.38,3.37,76.72,1554.41,965.08,88.89,1146.8,4659331712
11/27/09,1091.49,3.21,76.05,1563.74,941.01,86.53,1174.2,2810431744
12/4/09,1105.98,3.47,75.47,1551.31,983.32,90.56,1168.8,5132806656
12/11/09,1106.41,3.55,69.87,1553.51,972.79,89.1,1119.4,4474575616
12/18/09,1102.47,3.54,73.36,1555.36,950.21,90.5,1110.8,7220493632
12/25/09,1126.48,3.8,78.05,1540.63,974.19,91.3,1104.1,2442902480
1/1/10,1115.1,3.84,79.36,1540.34,989.47,93.04,1096.2,2078450752
1/8/10,1144.98,3.83,82.75,1548.39,1016.41,92.66,1138.9,4617978688
1/15/10,1136.03,3.67,78,1559.18,1010.77,90.77,1130.5,4791322752
1/22/10,1091.76,3.61,74.54,1563.03,963.85,89.82,1089.7,4569033984
1/29/10,1073.87,3.58,72.89,1563.87,933.59,90.27,1083,5798051776
2/5/10,1066.19,3.57,71.19,1568.5,897.7,89.25,1052.2,5641276416
2/12/10,1075.51,3.69,74.13,1560.42,921.75,89.96,1089.5,5035224512
2/19/10,1109.17,3.77,79.81,1556.18,933.35,91.52,1121.3,3721996736
2/26/10,1104.49,3.61,79.66,1569.71,935.93,88.97,1118.9,4640483520
3/5/10,1138.7,3.68,81.5,1568.38,974.92,90.28,1135.2,4290190976
3/12/10,1149.99,3.7,81.24,1570.45,992.68,90.56,1101.7,4526311488
3/19/10,1159.9,3.69,80.68,1573.32,997.94,90.55,1107.6,5140841728
3/26/10,1166.59,3.85,80,1566.09,993.08,92.52,1104.3,4403349184
4/2/10,1178.1,3.94,84.87,1560.02,1028.54,94.61,1125.1,3255092224
4/9/10,1194.37,3.88,84.92,1566.37,1044,93.18,1161.1,4032924480
4/16/10,1192.13,3.76,83.24,1577.56,1032.08,92.17,1136.3,5148081600
4/23/10,1217.28,3.81,85.12,1573.88,1024.07,93.97,1153.1,5276830848
4/30/10,1186.69,3.65,86.15,1584.1,1020.03,93.85,1180.7,6018151104
5/7/10,1110.88,3.43,75.11,1591.19,927.04,91.59,1210.4,7463793024
5/14/10,1135.68,3.45,71.61,1596.03,959.81,92.47,1227.8,5983935936
5/21/10,1087.69,3.24,70.04,1605.01,886.66,90,1176.1,7399768448
5/28/10,1089.41,3.29,73.97,1597.43,917.05,91.06,1212.2,6396774976
6/4/10,1064.88,3.2,71.51,1605.54,913.49,91.9,1216.2,4480166016
6/11/10,1091.6,3.23,73.78,1604.42,917.18,91.65,1228.9,5819683264
6/18/10,1117.51,3.22,77.18,1607.7,953.48,90.71,1257.2,4990487040
6/25/10,1076.76,3.11,78.86,1614.97,947.56,89.23,1255.8,5477267392
7/2/10,1022.58,2.98,72.14,1621.09,913.55,87.75,1207.7,5512532672
7/9/10,1077.96,3.05,76.09,1620.78,951.85,88.62,1209.8,3778089920
7/16/10,1064.88,2.92,76.01,1630.84,948.92,86.57,1188.2,4876018496
7/23/10,1102.66,2.99,78.98,1630.98,981.42,87.46,1187.8,4765439552
7/30/10,1101.6,2.91,78.95,1639.79,991.41,86.47,1181.7,4609807616
8/6/10,1121.64,2.82,80.7,1644.4,1010.95,85.51,1203.4,3904304512
8/13/10,1079.25,2.67,75.39,1649.24,980.47,86.2,1214.9,4083435392
8/20/10,1071.69,2.61,73.46,1653.28,988.16,85.62,1227.2,4295296832
8/27/10,1064.59,2.64,75.17,1651.41,970.04,85.23,1236,4437500160
9/3/10,1104.51,2.7,74.6,1650.32,1003.75,84.31,1249.8,4416244416
9/10/10,1109.55,2.79,76.45,1645.93,1012.98,84.15,1245,2839997760
9/17/10,1125.59,2.74,73.66,1649.81,1035.94,85.86,1275.9,4894591680
9/24/10,1148.67,2.61,76.49,1655.94,1053.27,84.21,1296.3,4110716224
10/1/10,1146.24,2.51,81.58,1662.75,1086.09,83.22,1316.1,4217907392
10/8/10,1165.15,2.39,82.66,1673.37,1101.27,81.93,1344.2,4095882176
10/15/10,1176.19,2.56,81.25,1664.13,1121.43,81.45,1371.1,4669725120
10/22/10,1183.08,2.55,81.69,1669.12,1105.19,81.38,1324.4,4253939584
10/29/10,1183.26,2.6,81.43,1668.58,1105.75,80.4,1357.6,4073008960
11/5/10,1225.85,2.53,86.85,1673.32,1155.94,81.26,1397.7,4370534016
11/12/10,1199.21,2.79,84.88,1660.07,1121.17,82.53,1365.5,4150376896
11/19/10,1199.73,2.87,81.51,1656.01,1112.02,83.55,1352.3,4349983936
11/26/10,1189.4,2.87,83.76,1655.93,1081.06,84.1,1362.4,2567507136
12/3/10,1224.71,3.01,89.19,1647.73,1121.78,82.53,1405.4,4322964992
12/10/10,1240.4,3.32,87.79,1633.72,1114.79,83.95,1384.3,4335095808
12/17/10,1243.91,3.33,88.02,1635.03,1115.42,83.98,1378.6,4915748160
12/24/10,1256.77,3.39,91.51,1631.7,1126.83,82.88,1380,2314724320
12/31/10,1257.64,3.29,91.38,1641.1,1151.38,81.12,1421.4,1901645408
1/7/11,1271.5,3.32,88.03,1641.36,1147.14,83.15,1368.9,4189754560
1/14/11,1293.24,3.32,91.54,1643.17,1160.03,82.87,1360.5,3777021376
1/21/11,1283.35,3.4,89.11,1639.12,1136.65,82.57,1341,3826880768
1/28/11,1276.34,3.32,89.34,1645.59,1126.29,82.12,1340.7,4209999872
2/4/11,1310.87,3.64,89.03,1626.29,1129.69,82.18,1348.3,3946785216
2/11/11,1329.15,3.63,85.58,1626.28,1091.16,83.43,1359.9,3764842624
2/18/11,1343.01,3.58,86.2,1633.15,1122.01,83.18,1388.2,3854783360
2/25/11,1319.88,3.41,97.88,1644.53,1099.46,81.68,1409.3,3684736320
3/4/11,1321.15,3.49,104.42,1643.64,1138.47,82.32,1428.6,4279426688
3/11/11,1304.28,3.4,101.16,1650.7,1108.52,81.84,1421.8,3895169472
3/18/11,1279.2,3.27,101.07,1657.26,1098.6,80.58,1416.1,5268002752
3/25/11,1313.8,3.44,105.4,1647.3,1143.94,81.34,1426.2,3444137024
4/1/11,1332.41,3.44,107.94,1647.88,1185.12,84.06,1428.1,3422789504
4/8/11,1328.17,3.58,112.79,1643.07,1206.03,84.76,1473.4,3319405824
4/15/11,1319.68,3.41,109.66,1656.61,1181.57,83.13,1485.3,3541616512
4/22/11,1337.38,3.39,112.29,1658.46,1205.96,81.88,1503.2,3012611456
4/29/11,1363.61,3.29,113.93,1668.95,1204.03,81.19,1556.4,3998197760
5/6/11,1340.2,3.15,97.18,1678.45,1163.34,80.63,1491.6,3979078912
5/13/11,1337.77,3.17,99.65,1679.32,1144.69,80.8,1493.6,3553596864
5/20/11,1333.27,3.15,99.49,1682.81,1140.55,81.7,1508.9,3677950080
5/27/11,1331.1,3.07,100.59,1688.75,1147.82,80.8,1536.3,3299655168
6/3/11,1300.16,2.99,100.22,1693.66,1155.51,80.34,1541.7,3326658496
6/10/11,1270.98,2.97,99.29,1695.37,1128.85,80.32,1528.6,3727967808
6/17/11,1271.5,2.94,93.01,1695.31,1103.74,80.05,1538.6,4316197824
6/24/11,1268.45,2.86,91.16,1700.85,1115.67,80.43,1500.5,3868551744
7/1/11,1339.67,3.18,94.94,1683.7,1156.74,80.83,1482.6,3374453696
7/8/11,1343.8,3.03,96.2,1697.03,1163.93,80.64,1541.6,2549526656
7/15/11,1316.14,2.91,97.24,1702.38,1135.6,79.13,1590.1,3634252096
7/22/11,1345.02,2.96,99.87,1701.41,1153.18,78.54,1601.5,3441144704
7/29/11,1292.28,2.8,95.7,1712.53,1137.73,76.77,1628.3,3785208384
8/5/11,1199.38,2.56,86.88,1724.6,1041.07,78.4,1648.8,5909992704
8/12/11,1178.81,2.25,85.38,1740.21,989.74,76.72,1740.2,8056612608
8/19/11,1123.53,2.06,82.26,1746.39,970.16,76.55,1848.9,5093267968
8/26/11,1176.8,2.19,85.37,1736.42,975.92,76.64,1794.1,4613989056
9/2/11,1173.97,1.99,86.45,1750.9,1021.88,76.8,1874.4,3912274368
9/9/11,1154.23,1.92,87.24,1754.07,992.31,77.61,1857.1,3408951936
9/16/11,1216.01,2.05,87.96,1745.11,976.84,76.79,1812.5,4949581696
9/23/11,1136.43,1.83,79.85,1756.99,861.53,76.61,1637.7,4729197952
9/30/11,1131.42,1.92,79.2,1750.19,880.43,77.06,1620.4,4479135296
10/7/11,1155.46,2.08,82.98,1739.38,883.9,76.73,1634.5,5009026304
10/14/11,1224.58,2.25,86.8,1736.33,935.5,77.22,1681.8,3419254016
10/21/11,1238.25,2.22,87.4,1741.35,920.07,76.29,1635.1,4123968896
10/28/11,1285.09,2.32,93.32,1743.95,1010.12,75.82,1747.2,4207135552
11/4/11,1253.23,2.03,94.26,1758.59,989.63,78.24,1756.1,4059779904
11/11/11,1263.85,2.06,98.99,1754.27,971.15,77.2,1788.1,3383879680
11/18/11,1215.65,2.01,97.41,1754.46,934.08,76.91,1725.1,3524012896
11/25/11,1158.67,1.96,96.77,1752.58,877.4,77.73,1685.7,2437052800
12/2/11,1244.28,2.03,100.96,1754.03,960.83,77.99,1747,3843426880
12/9/11,1255.19,2.06,99.41,1756.75,934.18,77.65,1712.8,3315273600
12/16/11,1219.66,1.85,93.53,1767.84,904.09,77.76,1595.6,4109129664
12/23/11,1265.33,2.02,99.68,1756.74,927.7,78.09,1604.7,2997705408
12/30/11,1257.6,1.88,98.83,1769.79,916.39,76.91,1566.8,1534208192
1/6/12,1277.81,1.96,101.56,1767.33,927.06,76.97,1616.8,2523516928
1/13/12,1289.09,1.86,98.7,1776.96,952.92,76.97,1630.8,3043060288
1/20/12,1315.38,2.02,98.46,1768.11,995.08,77.01,1664,2864659584
1/27/12,1316.33,1.89,99.56,1778.82,1016.61,76.7,1732.2,3251050240
2/3/12,1344.9,1.92,97.84,1777.68,1048.36,76.6,1737.9,3299459520
2/10/12,1342.64,1.99,98.67,1781.01,1042.15,77.61,1723.3,2838776864
2/17/12,1361.23,2,103.24,1778.3,1062.46,79.55,1724.5,3168452224
2/24/12,1365.74,1.98,109.77,1782.09,1067.56,81.2,1775.1,2227561408
3/2/12,1369.63,1.97,106.7,1785.49,1079.94,81.81,1709.8,3088266592
3/9/12,1370.87,2.03,107.4,1781.37,1060.01,82.46,1711.5,2855638432
3/16/12,1404.17,2.29,107.06,1769.08,1063.34,83.43,1655.8,3831902048
3/23/12,1397.11,2.23,106.87,1772.95,1041.96,82.35,1662.4,2799742336
3/30/12,1408.47,2.21,103.02,1775.14,1041.45,82.87,1669.3,3110754880
4/6/12,1398.08,2.05,103.31,1785.02,1036.71,81.64,1628.5,2429366144
4/13/12,1370.26,1.98,102.83,1789.47,1027.31,80.93,1659.1,2998881888
4/20/12,1378.53,1.96,103.05,1791.08,1021.51,81.52,1642.1,3226292736
4/27/12,1403.36,1.93,104.93,1793.39,1019.5,80.27,1664.8,3033542336
5/4/12,1369.1,1.88,98.49,1798.98,1012.96,79.85,1645.2,2887276800
5/11/12,1353.39,1.84,96.13,1800.54,971.01,79.94,1584,3227422144
5/18/12,1295.22,1.72,91.48,1804.09,906.61,79.02,1591.9,3596429952
5/25/12,1317.82,1.74,90.86,1800.93,902.13,79.68,1568.9,3007203456
6/1/12,1278.04,1.45,83.23,1816.25,893.86,78.02,1620.5,2854096128
6/8/12,1325.66,1.64,84.1,1806.59,905.17,79.49,1590.1,3024298944
6/15/12,1342.84,1.58,84.03,1811.9,925.22,78.73,1627,3444509120
6/22/12,1335.02,1.67,79.76,1809.75,917.18,80.43,1566,3308811264
6/29/12,1362.16,1.64,84.96,1811.77,937.35,79.79,1604.2,3189226080
7/6/12,1354.68,1.55,84.45,1821.26,946.01,79.66,1578.9,1844349600
7/13/12,1356.78,1.49,87.1,1828.15,926.13,79.18,1592,2759732032
7/20/12,1362.66,1.46,91.44,1836.06,936.87,78.49,1582.8,3074431872
7/27/12,1385.97,1.55,90.13,1830.47,941.76,78.46,1618,3301486848
8/3/12,1390.99,1.56,91.4,1831.58,952.79,78.47,1606,3014891360
8/10/12,1405.87,1.66,92.87,1830.06,979.25,78.28,1619.7,2358701824
8/17/12,1418.16,1.81,96.01,1818.48,971.05,79.56,1616.3,2318763392
8/24/12,1411.13,1.69,96.15,1828.83,965.47,78.67,1669.8,2323222752
8/31/12,1406.58,1.55,96.47,1837.96,947.33,78.39,1685.3,2171492064
9/7/12,1437.92,1.67,96.42,1833.08,968.82,78.24,1738,2036457696
9/14/12,1465.77,1.87,99,1825.83,1014.07,78.39,1770.1,2842161088
9/21/12,1460.15,1.75,92.89,1834.08,1006.6,78.17,1775.6,3520871680
9/28/12,1440.67,1.63,92.19,1840.49,1002.66,77.96,1771.1,2727839616
10/5/12,1460.93,1.74,89.88,1836.51,1009.16,78.67,1778.6,2451442208
10/12/12,1428.59,1.66,91.86,1843.4,996.7,78.44,1758,2291310464
10/19/12,1433.19,1.76,90.05,1840.01,1006.07,79.32,1722.8,2979752512
10/26/12,1411.94,1.75,86.28,1839.56,990.7,79.65,1710.9,2772966016
11/2/12,1414.2,1.71,84.86,1841.23,1004.68,80.43,1675.2,1861342208
11/9/12,1379.85,1.61,86.07,1847.32,990.98,79.49,1730.9,2884561536
11/16/12,1359.88,1.58,86.67,1847.53,969.82,81.32,1714.7,2940814848
11/23/12,1409.15,1.69,88.28,1841.95,995.94,82.4,1751.4,1706263440
11/30/12,1416.18,1.62,88.91,1847.02,1007.02,82.48,1710.9,2931534336
